speaker	text	url	time	seconds_in	seconds_spoken	words_per_min	num_words
Vice President Joe Biden 	Yes, there is. There’s systemic injustice in this country, in education and work and in law enforcement and the way in which it’s enforced. But look, the vast majority of police officers are good, decent, honorable men and women. They risk their lives every day to take care of us, but there are some bad apples. And when they occur, when they find them, they have to be sorted out. They have to be held accountable. They have to be held accountable. And what I’m going to do as President of the United States is call together an entire group of people at the White House, everything from the civil rights groups, to the police officers, to the police chiefs, and we’re going to work this out.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=1859.46#	30:59	3324	39	195.384615384615	127
Vice President Joe Biden 	We’re going to work this out. So we changed the way in which we have more transparency, in when these things happen. These cops aren’t happy to see what happened to George Floyd. These cops aren’t happy to see what happened to Breonna Taylor. Most don’t like it, but we have to have a system where people are held accountable when… And by the way, violence in response is never appropriate, never appropriate. Peaceful protest is, violence is never appropriate.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=1898.18#	31:38	3363	26	184.615384615385	80
Chris Wallace 	All right, Mr.-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=1924.86#	32:04	3389	1	180	3
President Donald J. Trump 	What is peaceful protest? When they run through the middle of the town-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=1925.15#	32:05	3390	3		13
Chris Wallace 	President Trump-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=1928.66#	32:08	3393	1	120	2
President Donald J. Trump 	… and burn down your stores and kill people all over the place- [crosstalk 00:32:14].	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=1929.14#	32:09	3394	2		15
Vice President Joe Biden 	That is not peaceful protest.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=1931.97#	32:11	3396	2	150	5
President Donald J. Trump 	No it’s not, but you say it is.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=1933.87#	32:13	3398	2	240	8
Chris Wallace 	President Trump, I’d like to continue with the issue of race. I promise we’re going to get to the issue of law and order in a moment.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=1935.42#	32:15	3400	6		27
President Donald J. Trump 	Fine.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=1941.2#	32:21	3406	0		1
Chris Wallace 	This month, your administration directed federal agencies to end racial sensitivity training that addresses white privilege or critical race theory. Why did you decide to do that, to end racial sensitivity training? And do you believe that there is systemic racism in this country, sir?	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=1941.6#	32:21	3406	21	128.571428571429	45
President Donald J. Trump 	I ended it because it’s racist. I ended it because a lot of people were complaining that they were asked to do things that were absolutely insane. That it a radical revolution that was taking place in our military, in our schools, all over the place. And you know it, and so does everybody else. And he would know it- [crosstalk 00:33:02]	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=1962.14#	32:42	3427	20	186	62
Chris Wallace 	What is radical about racial sensitivity training?	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=1982.28#	33:02	3447	3	140	7
President Donald J. Trump 	If you were a certain person, you had no status in life. It was sort of a reversal. And if you look at the people, we were paying people hundreds of thousands of dollars to teach very bad ideas and frankly, very sick ideas. And really, they were teaching people to hate our country And I’m not going to do that. I’m not going to allow that to happen. We have to go back to the core values of this country. They were teaching people that our country is a horrible place. It’s a racist place. And they were teaching people to hate our country. And I’m not going to allow that to happen.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=1985.15#	33:05	3450	33	207.272727272727	114
Chris Wallace 	Vice President Biden.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2018.72#	33:38	3483	1	180	3
Vice President Joe Biden 	Nobody’s doing that. He’s the racist.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2019.94#	33:39	3484	3	120	6
President Donald J. Trump 	You just don’t know.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2022.78#	33:42	3487	1	240	4
Vice President Joe Biden 	Here’s the deal. I know a lot more about this- [crosstalk 00:15:43].	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2023.28#	33:43	3488	2		12
Chris Wallace 	Let him finish.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2025.65#	33:45	3490	2	90	3
Vice President Joe Biden 	The fact is that there is racial insensitivity. People have to be made aware of what other people feel like, what insults them, what is demeaning to them. It’s important people know. Many people don’t want to hurt other people’s feelings, but it makes a big difference. It makes a gigantic difference in the way a child is able to grow up and have a sense of self-esteem. It’s a little bit like how this guy and his friends look down on so many people. They look down their nose on people like Irish Catholics, like me, who grow up in Scranton. They look down on people who don’t have money. They look down on people who are of a different faith. They looked down on people who are a different color. In fact, we’re all Americans. The only way we’re going to bring this country together is bring everybody together. There’s nothing we cannot do, if we do it together. We can take this on and we can defeat racism in American.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2027.36#	33:47	3492	54	192.222222222222	173
Chris Wallace 	Vice President… I mean, President Trump, sir.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2081.54#	34:41	3546	2	210	7
President Donald J. Trump 	During the Obama-Biden administration, there was tremendous division. There was hatred. You look at Ferguson, you look at, or you go to very… Many places, look at Oakland. Look what happened in Oakland. Look what happened in Baltimore. Look what happened… Frankly, it was more violent than what I’m even seeing now.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2083.41#	34:43	3548	18	173.333333333333	52
Vice President Joe Biden 	Oh my Lord.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2101.23#	35:01	3566	0		3
President Donald J. Trump 	But the reason-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2101.53#	35:01	3566	1	180	3
Vice President Joe Biden 	This is ridiculous.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2102.79#	35:02	3567	1	180	3
President Donald J. Trump 	… is that the Democrats that run these cities-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2103.83#	35:03	3568	2		9
Vice President Joe Biden 	Absolutely ridiculous.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2105.73#	35:05	3570	1	120	2
President Donald J. Trump 	… don’t want to talk, like you, about law and order.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2106.31#	35:06	3571	2		11
Vice President Joe Biden 	Violent crime-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2108.81#	35:08	3573	1	120	2
President Donald J. Trump 	And you still haven’t mentioned. Are you in favor of law and order?	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2109.66#	35:09	3574	3		13
Vice President Joe Biden 	I’m in favor of law. You- [crosstalk 00:35:15].	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2112.25#	35:12	3577	2	240	8
President Donald J. Trump 	Are you in favor of law and order? [crosstalk 00:35:17]	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2114.27#	35:14	3579	2		10
Chris Wallace 	You asked a question, let him finish. [crosstalk 00:35:18] Let him answer.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2116.75#	35:16	3581	4	180	12
Vice President Joe Biden 	Law and order with justice, where people get treated fairly.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2120.34#	35:20	3585	3	200	10
President Donald J. Trump 	Okay.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2123.82#	35:23	3588	1		1
Vice President Joe Biden 	And the fact of the matter is, violent crime went down 17%, 15% in our administration. It’s gone up on his watch.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2124.16#	35:24	3589	7	188.571428571429	22
President Donald J. Trump 	It went down much more in ours.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2131.7#	35:31	3596	2	210	7
Chris Wallace 	All right, we’re done- [crosstalk 00:35:35] Mr. President, you’re going to be very happy because we’re now going to talk about law and order.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2133.48#	35:33	3598	8	180	24
President Donald J. Trump 	The places we had trouble were democratic run cities-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2141.91#	35:41	3606	3	180	9
Chris Wallace 	That’s exactly my question. There has been a dramatic increase in homicides in America this summer particularly, and you often blame that on democratic mayors and democratic governors. But in fact, there have been equivalent spikes in Republican led cities, like Tulsa and Fort Worth. So the question is, is this really a…	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2144.73#	35:44	3609	19	167.368421052632	53
Chris Wallace 	It’s like Tulsa and Fort worth. So the question is, is this really a party issue?	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2163.701#	36:03	3628	2		16
President Donald J. Trump 	I think as a party issue, you can bring in a couple of examples but if you look at Chicago, what’s going on in Chicago where a 53 people were shot and eight died shot, if you look at New York where it’s going up, like nobody’s ever seen anything. The numbers are going up a 100%, 150%, 200% crime, it is crazy what’s going on and he doesn’t want to say law and order because he can’t because he’ll lose his radical left supporters and once he does that, it’s over with. But if he ever got to run this country and they ran it the way he would want to run it, we would have by the way our suburbs would be gone. And you would see problems like you’ve never seen before.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2165.63#	36:05	3630	40	202.5	135
Vice President Joe Biden 	He wouldn’t know a suburb unless you took a wrong turn.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2205.22#	36:45	3670	2		11
President Donald J. Trump 	Oh, I know suburbs so much that you.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2207.25#	36:47	3672	1		8
Chris Wallace 	Gentlemen wait a minute.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2208.11#	36:48	3673	2	120	4
Vice President Joe Biden 	I was raised in the suburbs. This is not 1950. All these dog whistles and racism don’t work anymore. Suburbs are by and large integrated. There’s many people today driving their kids to soccer practice and/or black and white and Hispanic in the same car as there have been any time in the past, what really is a threat to the suburbs and their safety is his failure to deal with COVID. They’re dying in the suburbs. His failure to deal with the environment, they’re being flooded, they’re being burned out because his refusal to do anything. That’s why the suburbs are in trouble.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2210.2#	36:50	3675	33	189.090909090909	104
Chris Wallace 	I do want to talk about this issue of law and order though. And in the joint recommendation that came from the Biden-Bernie Sanders task force, you talked about quote re-imagining policing. First of all, what does re-imagining policing mean and do you support? If I might finish the question, what does re-imagining policing mean and do you support the Black Lives Matter call for community control of policing?	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2243.09#	37:23	3708	31	133.548387096774	69
Vice President Joe Biden 	Look, what I support are the police having the opportunity to deal with the problems they face and I’m totally opposed to defunding the police offices. As a matter of fact police, local police, the only one defunding in his budget calls for a $400 million cut in local law enforcement assistance. They need more assistance. They need when they show up for a 9-11 call to have someone with them as a psychologist or psychiatrist to keep them from having to use force and be able to talk people down. We have to have community policing like we had before where the officers get to know the people in the communities. That’s when crime went down, it didn’t go up. It went down. And so we have to be…	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2274.43#	37:54	3739	41	190.243902439024	130
President Donald J. Trump 	That’s not what they are talking about this. That’s not what it is about. He’s talking about defunding the police.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2315.06#	38:35	3780	4		20
Vice President Joe Biden 	That is not true.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2319.83#	38:39	3784	1	240	4
President Donald J. Trump 	He doesn’t have any law support. He has no law enforcement.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2320.96#	38:40	3785	5	132	11
Vice President Joe Biden 	That’s not true.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2325.2#	38:45	3790	0		3
President Donald J. Trump 	He has almost nothing. Oh, really, who do you have name one group that supports you name one group that came out and supported you. Go ahead. Think we have time.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2325.88#	38:45	3790	9	206.666666666667	31
Vice President Joe Biden 	We don’t have time to do anything.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2334.67#	38:54	3799	1		7
President Donald J. Trump 	No, no think right now. Name one law enforcement group that came out in support of you.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2335.88#	38:55	3800	5	204	17
Chris Wallace 	Now, gentleman. I think I’m going to tell I’m going to take back the bottom line.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2340.66#	39:00	3805	3		16
President Donald J. Trump 	There aren’t any.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2343.64#	39:03	3808	1	180	3
Chris Wallace 	And I want to get to another subject, which is the issue of protests in many cities that have turned violent in Portland, Oregon, especially we had more than a 100 straight days of protests, which I think you would agree, you talk about peaceful protests. Many of those turned into riots. Mr. Vice-president you say that people who commit crimes should be held accountable. The question I have though is as the democratic nominee, and earlier tonight, you said that you are the Democratic Party right now, have you ever called the Democratic Mayor of Portland or the Democratic Governor of Oregon and said, “Hey, you got to stop this, bring in the National Guard, do whatever it takes, but you’d stop the days and months of violence in Portland.”	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=2344.67#	39:04	3809	46	170.869565217391	131
